ranking,popularity,num_scoring_users,rank,num_episodes,rating,title,average_episode_duration,source,media_type,id,status,num_list_users,mean,nsfw,start_year
{'rank': 15266},20355,70,15266,26,game,Xiao Hua Xian 5th Season: Si Shi Huayu - Chun Xia,855,game,ona,42373,finished_airing,247,0.0,white,2019.0
{'rank': 15278},25985,11,15278,52,other,Xiao Jigong,1340,other,tv,44181,finished_airing,74,0.0,white,2016.0
{'rank': 15284},26570,12,15284,26,original,Xiao Liangmao 2: Mofa Liangmao,800,original,tv,47832,finished_airing,69,0.0,white,2020.0
{'rank': 15285},26188,12,15285,26,original,Xiao Liangmao: Bailu Guilai,800,original,tv,47831,finished_airing,72,0.0,white,2019.0
{'rank': 15288},17162,74,15287,12,web_manga,Xiao Lu He Xiao Lan 5th Season,501,web_manga,ona,58325,finished_airing,465,0.0,gray,2024.0
{'rank': 15290},23814,19,15290,26,original,Xiao Ma Fei Li: Binfen Xianjing,860,original,tv,48048,finished_airing,105,0.0,white,2019.0
{'rank': 15294},24311,14,15294,1,original,Xiao Mao Bake Li,5164,original,movie,52653,finished_airing,96,0.0,white,2017.0
{'rank': 15295},25374,16,15295,26,original,Xiao Mao Tang Mi,380,original,ona,47857,finished_airing,81,0.0,white,2019.0
{'rank': 15297},25176,15,15297,1,original,Xiao Mayi: Huanqiu Da Maoxian,5285,original,movie,44969,finished_airing,84,0.0,white,2016.0
{'rank': 15298},22371,21,15298,1,source_inconnue,Xiao Meirenyu de Qihuan Maoxian,4896,source_inconnue,movie,45112,finished_airing,144,0.0,white,2021.0
{'rank': 15299},23240,15,15299,1,source_inconnue,Xiao Meirenyu: Dahai Guai Chuanshuo,4800,source_inconnue,movie,56799,finished_airing,117,0.0,white,2023.0
{'rank': 15303},23240,17,15302,52,original,Xiao Niu Xiang Qian Chong,1320,original,tv,44174,finished_airing,117,0.0,white,2009.0
{'rank': 15304},24884,20,15303,10,original,Xiao Pang Niu,590,original,movie,44542,finished_airing,88,0.0,white,2010.0
{'rank': 15307},24029,18,15307,1,original,Xiao Po Hai Da Zhuangyuan,5137,original,movie,45119,finished_airing,101,0.0,white,2021.0
{'rank': 15311},26397,13,15310,30,original,Xiao Rui Yu Da Mowang,920,original,tv,45407,finished_airing,70,0.0,white,2011.0
{'rank': 15313},26720,13,15312,52,original,Xiao Rui Yu Da Mowang: Jiazu Shiming,740,original,tv,45410,finished_airing,68,0.0,white,2013.0
{'rank': 15321},22780,22,15320,104,original,Xiao Shizi Sai Ji,95,original,ona,51938,finished_airing,130,0.0,white,2021.0
{'rank': 15322},22264,21,15321,104,original,Xiao Shizi Sai Ji 2nd Season,92,original,ona,51939,finished_airing,148,0.0,white,2022.0
{'rank': 15328},25986,14,15327,100,original,Xiao Song Dangjia,840,original,tv,44018,finished_airing,74,0.0,white,2008.0
{'rank': 15330},22568,19,15330,1,original,Xiao Ta Lixian Ji: Jiyi Senlin,4380,original,movie,48120,finished_airing,136,0.0,white,2020.0
{'rank': 15332},25500,14,15332,8,original,Xiao Tianshi Yu Boss Zhang,536,original,ona,46787,finished_airing,79,0.0,white,2013.0
{'rank': 15345},24988,16,15345,1,source_inconnue,Xiao Wukong,4635,source_inconnue,movie,45044,finished_airing,87,0.0,white,2018.0
{'rank': 15350},26725,13,15349,50,original,Xiao Xiao Huajia Xiong Xiaomi,560,original,tv,47513,finished_airing,68,0.0,white,2018.0
{'rank': 15374},24516,17,15373,20,original,Xiao Ying Jinji,800,original,tv,48053,finished_airing,93,0.0,white,2020.0
{'rank': 15390},26348,12,15390,52,original,Xiao Zhu Banna,800,original,tv,44926,finished_airing,71,0.0,white,2012.0
{'rank': 15393},25290,14,15393,1,original,"Xiao Zhu Banna Da Dianying: Mengxiang Da ""Mao"" Xian",5400,original,movie,44929,finished_airing,82,0.0,white,2015.0
{'rank': 15400},16917,74,15400,26,web_novel,Xiaobing Chuanqi,1200,web_novel,ona,58754,finished_airing,487,0.0,white,2024.0
{'rank': 15403},25375,13,15402,52,other,Xiaobing Yang Lai Xi,593,other,ona,47672,finished_airing,81,0.0,white,2018.0
{'rank': 15415},23734,14,15414,13,original,Xiaolan He Ta De Pengyou,210,original,ona,55060,finished_airing,106,0.0,white,2022.0
{'rank': 15422},24139,15,15422,52,original,Xiaolu Xingren Er,440,original,tv,47674,finished_airing,99,0.0,white,2018.0
{'rank': 15423},26352,12,15422,52,original,Xiaolu Xingren Er 2nd Season,380,original,tv,47675,finished_airing,71,0.0,white,2021.0
{'rank': 15427},23501,18,15426,16,source_inconnue,Xiaomi De Senlin,440,source_inconnue,tv,45812,finished_airing,111,0.0,white,2009.0
{'rank': 15431},27446,2,15431,1,novel,Xiaoqian,0,novel,movie,60451,finished_airing,51,0.0,white,2024.0
{'rank': 15434},26727,11,15433,52,original,Xiaotong Mao: Miao Xing Laike,780,original,tv,47082,finished_airing,68,0.0,white,2015.0
{'rank': 15435},26928,12,15434,26,original,Xiaoxiong Ni Ao: Huanqiu Luxing,800,original,tv,45225,finished_airing,66,0.0,white,2018.0
{'rank': 15436},26929,11,15435,52,original,Xiaoxiong Ni Ao: Mengjing Xiao Zhen,800,original,tv,45224,finished_airing,66,0.0,white,2016.0
{'rank': 15437},27097,11,15436,26,original,Xiaoxiong You En,800,original,tv,45189,finished_airing,64,0.0,white,2017.0
{'rank': 15442},23735,20,15442,65,other,Xiayi Xiao Qingtian,800,other,tv,45181,finished_airing,106,0.0,white,2010.0
{'rank': 15446},25273,14,15445,1,original,Xiha Ying Xiong,5100,original,movie,45034,finished_airing,83,0.0,white,2017.0
{'rank': 15448},24517,16,15447,1,source_inconnue,Xihu Chuanqi,5795,source_inconnue,movie,44869,finished_airing,93,0.0,white,2014.0
{'rank': 15449},25858,13,15448,52,original,Xin Chenglong Lixian Ji: Mengjing Shouhu Zhe,740,original,tv,47428,finished_airing,75,0.0,white,2017.0
{'rank': 15450},23431,23,15449,50,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba,720,source_inconnue,tv,43922,finished_airing,112,0.0,white,2013.0
{'rank': 15451},23902,17,15450,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba 2: Yi Ri Chengcai,4803,source_inconnue,movie,43929,finished_airing,103,0.0,white,2016.0
{'rank': 15452},24403,19,15451,48,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba 2nd Season,720,source_inconnue,tv,43923,finished_airing,95,0.0,white,2014.0
{'rank': 15453},24140,16,15452,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba 3: Eluosi Qiyu Ji,4918,source_inconnue,movie,43928,finished_airing,99,0.0,white,2018.0
{'rank': 15454},24141,24,15453,150,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba 3rd Season,600,source_inconnue,tv,43924,finished_airing,99,0.0,white,2015.0
{'rank': 15455},27659,3,15454,1,original,Xin Datou Er Zi He Xiao Tou Baba 4: Wanmei Baba,4820,original,movie,60455,finished_airing,27,0.0,white,2021.0
{'rank': 15456},24609,15,15455,100,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba 4th Season,720,source_inconnue,tv,43925,finished_airing,92,0.0,white,2017.0
{'rank': 15457},27649,3,15456,1,original,Xin Datou Er Zi He Xiao Tou Baba 5: Wo de Wai Xing Pengyou,4860,original,movie,60456,finished_airing,28,0.0,white,2022.0
{'rank': 15459},27598,3,15458,1,original,Xin Datou Er Zi He Xiao Tou Baba 6: Mini da Maoxian,5460,original,movie,60457,finished_airing,37,0.0,white,2024.0
{'rank': 15461},24031,15,15460,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Caoyuan Qiyu,2880,source_inconnue,special,43937,finished_airing,101,0.0,white,2015.0
{'rank': 15464},24052,14,15464,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Chuxi - Baiye Cheng,3060,source_inconnue,special,43934,finished_airing,100,0.0,white,2019.0
{'rank': 15465},23312,19,15464,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Fu Shu Song Ji,2940,source_inconnue,special,43931,finished_airing,115,0.0,white,2020.0
{'rank': 15466},23903,15,15465,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Ma Nian Xin Yuan,3050,source_inconnue,special,43933,finished_airing,103,0.0,white,2014.0
{'rank': 15467},24314,16,15467,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Menghuan Leyuan Qiyu Ji,3000,source_inconnue,special,43938,finished_airing,96,0.0,white,2017.0
{'rank': 15468},23815,15,15467,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Mimi Jihua,4783,source_inconnue,movie,43930,finished_airing,105,0.0,white,2014.0
{'rank': 15469},24032,16,15469,1,source_inconnue,Xin Datou Er Zi He Xiao Tou Baba: Nian De Weidao,2880,source_inconnue,special,43935,finished_airing,101,0.0,white,2017.0
{'rank': 15472},24142,14,15472,1,source_inconnue,Xin Didao Zhan 2: Fuzi Qibing,5063,source_inconnue,movie,44636,finished_airing,99,0.0,white,2011.0
{'rank': 15473},25274,15,15472,1,source_inconnue,Xin Dilei Zhan: Shenyong Xiaozi,5400,source_inconnue,movie,44868,finished_airing,83,0.0,white,2014.0
{'rank': 15474},21947,33,15473,52,original,Xin Hulu Xiongdi,660,original,tv,43611,finished_airing,162,0.0,white,2016.0
{'rank': 15477},25376,15,15476,1,source_inconnue,Xin Mu Ou Qiyu Ji,4624,source_inconnue,movie,44951,finished_airing,81,0.0,white,2016.0
{'rank': 15482},16314,98,15482,39,novel,Xin Qin Shi Mingyue,1200,novel,ona,51216,finished_airing,553,0.0,white,2021.0
{'rank': 15485},14270,63,15484,52,original,Xin Weiqi Shaonian,1440,original,ona,51862,finished_airing,949,0.0,white,2022.0
{'rank': 15486},20624,10,15485,52,original,Xin Xiyou Lixian Ji,860,original,tv,58557,currently_airing,232,0.0,white,2024.0
{'rank': 15487},17076,36,15487,1,other,Xin Yu Gong Yu Shan,4971,other,movie,42815,finished_airing,472,0.0,white,2020.0
{'rank': 15488},24989,10,15487,1,original,Xin Zhu Zhu Xia Da Dianying: Chaoji Saiche,5100,original,movie,57461,finished_airing,87,0.0,white,2023.0
{'rank': 15490},24520,15,15489,1,other,Xindongfang Shen Wa (Movie),4800,other,movie,44170,finished_airing,93,0.0,white,2016.0
{'rank': 15519},22452,15,15518,40,original,Xing Qia Meng Shao Nu 1 Hua Yu Bi Ji,522,original,ona,57060,finished_airing,141,0.0,white,2023.0
{'rank': 15520},25292,17,15519,32,original,Xing Shou Lieren,1340,original,tv,47228,finished_airing,82,0.0,white,2017.0
{'rank': 15521},25714,11,15521,26,original,Xing Xueyuan,1340,original,tv,45851,finished_airing,77,0.0,white,2015.0
{'rank': 15522},26046,11,15522,26,original,Xing Xueyuan 2: Yue Ling Shou Huan,1340,original,tv,45852,finished_airing,73,0.0,white,2016.0
{'rank': 15523},25860,11,15523,26,original,Xing Xueyuan 3: Pandora Mijing,1340,original,tv,45853,finished_airing,75,0.0,white,2017.0
{'rank': 15524},14677,142,15523,26,original,Xing You Ji,720,original,tv,33630,finished_airing,848,0.0,white,2011.0
{'rank': 15525},15921,93,15525,1,original,Xing You Ji: Fengbao Famila,4180,original,ona,37149,finished_airing,603,0.0,white,2017.0
{'rank': 15526},18298,94,15526,1,original,Xing You Ji: Fengbao Famila 2,5280,original,ona,42460,finished_airing,376,0.0,white,2020.0
{'rank': 15528},17936,86,15528,1,original,Xingfu Lushang,6631,original,movie,51992,finished_airing,403,0.0,white,2018.0
{'rank': 15530},24035,14,15530,52,source_inconnue,Xingfu Xiao Zhen,780,source_inconnue,ona,44576,finished_airing,101,0.0,white,2011.0
{'rank': 15536},22871,27,15536,4,source_inconnue,Xinghuo Chuancheng,501,source_inconnue,ona,51963,finished_airing,127,0.0,white,2021.0
{'rank': 15537},17223,123,15537,52,original,Xingji Biaoche Wang,1320,original,tv,33670,finished_airing,458,0.0,white,2006.0
{'rank': 15538},24143,15,15538,1,original,Xingji Da Taowang,5305,original,movie,45113,finished_airing,99,0.0,white,2020.0
{'rank': 15539},23736,17,15539,52,source_inconnue,Xingji Jiazu: Anquan Shaonian Tuan,920,source_inconnue,ona,45860,finished_airing,106,0.0,white,2021.0
{'rank': 15548},20783,47,15547,12,original,Xingji Yi You,590,original,ona,51937,finished_airing,224,0.0,white,2022.0
{'rank': 15549},26783,11,15549,52,original,Xingqiu Weishi,1100,original,tv,46539,finished_airing,67,0.0,white,2011.0
{'rank': 15551},25600,15,15551,52,source_inconnue,Xingxi Baowei Zhan,800,source_inconnue,tv,46298,finished_airing,78,0.0,white,2010.0
{'rank': 15552},26356,13,15551,104,original,Xingxing Hu de Tiyan,665,original,tv,45472,finished_airing,71,0.0,white,2012.0
{'rank': 15559},27058,12,15558,52,original,Xingyuan Xiao Bao,1400,original,tv,47456,finished_airing,65,0.0,white,2017.0
{'rank': 15561},26404,11,15560,26,original,Xinling Zhi Chuang,920,original,tv,44382,finished_airing,70,0.0,white,2009.0
{'rank': 15563},25178,13,15562,1,original,Xinnian Lai La: Da Nao Chuxi,4800,original,movie,44915,finished_airing,84,0.0,white,2015.0
{'rank': 15571},22569,45,15570,1,original,Xinxin,266,original,special,48026,finished_airing,136,0.0,white,2020.0
{'rank': 15573},18233,73,15573,27,source_inconnue,Xiong Bing Lian 3: Leiting Wan Jun,1200,source_inconnue,ona,52019,finished_airing,381,0.0,gray,2022.0
{'rank': 15574},23244,17,15574,1,original,"Xiong Chumo: Ban Wo ""Xiong Xin""",5730,original,movie,57389,finished_airing,117,0.0,white,2023.0
{'rank': 15575},20044,94,15575,1,original,Xiong Chumo: Bian Xing Ji,5400,original,movie,40439,finished_airing,265,0.0,white,2018.0
{'rank': 15576},22225,43,15575,1,original,Xiong Chumo: Chong Fan Di Qiu,5985,original,movie,55589,finished_airing,150,0.0,white,2022.0
{'rank': 15577},18701,117,15576,52,original,Xiong Chumo: Dongri Le Fantian,780,original,tv,32821,finished_airing,345,0.0,white,2015.0
{'rank': 15578},18966,118,15578,1,original,Xiong Chumo: Guonian,4080,original,tv_special,37097,finished_airing,328,0.0,white,2013.0
{'rank': 15579},20784,59,15578,1,original,Xiong Chumo: Kuang Ye Dalu,5973,original,movie,48126,finished_airing,224,0.0,white,2021.0
{'rank': 15580},19225,107,15580,1,original,Xiong Chumo: Nianhuo,3065,original,tv_special,37098,finished_airing,312,0.0,white,2014.0
{'rank': 15581},22265,16,15580,1,original,Xiong Chumo: Nizhuan Shikong,6464,original,movie,57416,finished_airing,148,0.0,white,2024.0
{'rank': 15582},18904,110,15582,1,original,Xiong Chumo: Qihuan Kongjian,5440,original,movie,37100,finished_airing,332,0.0,white,2017.0
{'rank': 15583},19097,120,15582,52,original,Xiong Chumo: Qiu Ri Tuantuanzhuan,780,original,tv,34677,finished_airing,320,0.0,white,2016.0
{'rank': 15584},23432,26,15583,52,original,Xiong Chumo: Quaishou Jihua,740,original,tv,44138,finished_airing,112,0.0,white,2020.0
{'rank': 15585},25715,12,15584,52,original,Xiong Chumo: Quaishou Jihua 2,720,original,tv,58375,finished_airing,77,0.0,white,2022.0
{'rank': 15586},18619,81,15586,52,original,Xiong Chumo: Tanxian Riji,810,original,tv,37102,finished_airing,350,0.0,white,2017.0
{'rank': 15587},23064,28,15586,52,original,Xiong Chumo: Tanxian Riji 2,720,original,tv,44136,finished_airing,121,0.0,white,2019.0
{'rank': 15588},21310,20,15588,52,original,Xiong Chumo: Xiao Xiao Shijie,740,original,tv,58376,currently_airing,195,0.0,white,2024.0
{'rank': 15589},19000,114,15588,52,original,Xiong Chumo: Xiari Lianlian Kan,780,original,tv,34676,finished_airing,326,0.0,white,2016.0
{'rank': 15590},18702,122,15589,1,original,Xiong Chumo: Xiong Zin Guilai,5912,original,movie,37099,finished_airing,345,0.0,white,2016.0
{'rank': 15591},27433,5,15591,52,original,Xiong Chumo: Xiongxiong Bang Bang Tuan,800,original,tv,59450,finished_airing,53,0.0,white,2021.0
{'rank': 15592},27447,5,15591,52,original,Xiong Chumo: Xiongxiong Bang Bang Tuan 2,800,original,tv,59451,finished_airing,51,0.0,white,2023.0
{'rank': 15593},23651,26,15593,13,original,Xiong Chumo: Xiongxiong Huanle Song,200,original,tv,44140,finished_airing,108,0.0,white,2019.0
{'rank': 15594},18620,115,15593,52,original,Xiong Chumo: Xiongxiong Leyuan,600,original,tv,37101,finished_airing,350,0.0,white,2017.0
{'rank': 15595},22905,30,15595,52,original,Xiong Chumo: Xiongxiong Leyuan 2,780,original,tv,44135,finished_airing,126,0.0,white,2018.0
{'rank': 15596},23177,27,15596,52,original,Xiong Chumo: Xiongxiong Leyuan 3,740,original,tv,44137,finished_airing,118,0.0,white,2019.0
{'rank': 15597},26201,11,15597,26,original,Xiong Chumo: Xiongxiong Leyuan 4,740,original,tv,58377,finished_airing,72,0.0,white,2021.0
{'rank': 15598},19983,90,15598,1,original,Xiong Chumo: Yuanshi Shidai,5400,original,movie,40440,finished_airing,269,0.0,white,2019.0
{'rank': 15602},24887,6,15602,1,original,Xiong Haizi: Tanxian Xiong Bing,4800,original,movie,57933,finished_airing,88,0.0,white,2024.0
{'rank': 15603},23357,3,15602,1,original,Xiong Shi Shaonian 2,7980,original,movie,60452,finished_airing,114,0.0,white,2024.0
{'rank': 15606},26406,13,15605,52,original,Xiong Zi: Fei Xiong Buke,920,original,tv,45695,finished_airing,70,0.0,white,2015.0
{'rank': 15614},24231,13,15613,52,other,Xiongmao He Kaixin Qiu,600,other,tv,55257,finished_airing,97,0.0,white,2021.0
{'rank': 15615},26732,14,15614,26,original,Xiongmao He Luta,620,original,tv,47853,finished_airing,68,0.0,white,2019.0
{'rank': 15616},20622,78,15615,52,other,Xiongmao He Xiao Yan Shu,720,other,tv,37219,finished_airing,233,0.0,white,2016.0
{'rank': 15619},24404,18,15618,26,original,Xiongmao Sanbao: Meng Chong Weishi,800,original,tv,48024,finished_airing,95,0.0,white,2020.0
{'rank': 15621},24521,18,15621,10,manga,Xiongmao Shouzha,407,manga,ona,44596,finished_airing,93,0.0,white,2014.0
{'rank': 15622},26408,13,15621,52,original,Xiongmao Xiao Rang,800,original,tv,47360,finished_airing,70,0.0,white,2017.0
{'rank': 15629},20833,36,15629,1,original,Xiu Rong Zhen,1640,original,movie,48056,finished_airing,221,0.0,white,2020.0
{'rank': 15632},25294,13,15631,1,novel,Xiyou Chaoji Fen 2: Zhenxin Hua Da Maoxian,4800,novel,movie,44764,finished_airing,82,0.0,white,2015.0
{'rank': 15633},27102,10,15632,52,novel,Xiyou Ji de Gushi,680,novel,tv,45481,finished_airing,64,0.0,white,2014.0
{'rank': 15637},24864,15,15636,1,novel,Xiyou Xin Chuan,4680,novel,movie,44762,finished_airing,89,0.0,white,2010.0
{'rank': 15639},25275,14,15638,1,source_inconnue,Xiyu Chuanqi,7200,source_inconnue,movie,44747,finished_airing,83,0.0,white,2010.0
{'rank': 15642},24144,5,15642,200,novel,Xuan Di Chuanshuo,420,novel,ona,58924,currently_airing,99,0.0,white,2024.0
{'rank': 15644},25752,11,15643,30,original,Xuan Ji Yongzhe: Xuan Ji Zhan Ka,1340,original,tv,47486,finished_airing,76,0.0,white,2017.0
{'rank': 15645},25295,12,15644,12,source_inconnue,Xuan Xuan Yingxiong Chuan,540,source_inconnue,ona,47594,finished_airing,82,0.0,white,2019.0
{'rank': 15651},21362,29,15650,12,original,Xue Wang Jiadao,540,original,ona,56486,finished_airing,192,0.0,white,2023.0
{'rank': 15652},22781,22,15651,30,other,Xue Yu Huo: Xin Zhongguo Shi Zheyang Lian Cheng De,180,other,ona,51965,finished_airing,130,0.0,white,2021.0
{'rank': 15653},21584,16,15652,1,original,Xue Yu Shaonian,6600,original,movie,56372,finished_airing,180,0.0,white,2023.0
{'rank': 15659},14928,94,15659,13,original,Xuwu Bianjing,1320,original,ona,58487,finished_airing,786,0.0,white,2024.0
{'rank': 15660},22016,18,15659,1,original,Xuyuan Shu,480,original,movie,56968,finished_airing,159,0.0,white,2023.0
{'rank': 15663},19933,86,15662,15,original,Yaiyai Mori no Comic,215,original,ona,34918,finished_airing,271,0.0,white,2010.0
{'rank': 15665},16127,120,15665,12,web_manga,Yakiniku-ten Sengoku,417,web_manga,ona,36626,finished_airing,575,0.0,white,2017.0
{'rank': 15666},23568,42,15665,1,original,Yakousei no Ikimono,270,original,ona,55452,finished_airing,110,0.0,white,2015.0
{'rank': 15668},17163,116,15668,3,book,Yakyuubu Aruaru,300,book,tv_special,31177,finished_airing,465,0.0,white,2015.0
{'rank': 15670},18895,77,15669,1,source_inconnue,Yama ni Kagayaku: Guide-ken Heiji Gou,1680,source_inconnue,special,20205,finished_airing,333,0.0,white,2012.0
{'rank': 15674},16262,34,15673,1,original,"Yamanaka Sadao ni Sasageru Manga Eiga ""Nezumikozou Jirokichi""",1500,original,movie,54602,finished_airing,559,0.0,white,2023.0
{'rank': 15676},17164,125,15676,2,source_inconnue,Yamiyo no Jidaigeki (OVA),900,source_inconnue,ova,23767,finished_airing,465,0.0,white,1995.0
{'rank': 15677},18790,83,15677,30,source_inconnue,Yanase Takashi Märchen Gekijou,1260,source_inconnue,ova,17471,finished_airing,338,0.0,white,2008.0
{'rank': 15678},17913,93,15678,39,radio,Yanbou Ninbou Tonbou,1500,radio,tv,12793,finished_airing,405,0.0,white,1995.0
{'rank': 15679},20834,61,15679,1,radio,Yanbou Ninbou Tonbou no Koutsuu Anzen,900,radio,ova,39228,finished_airing,221,0.0,white,1997.0
{'rank': 15680},18791,86,15680,80,source_inconnue,Yancharu Moncha,60,source_inconnue,tv,30116,finished_airing,338,0.0,white,1999.0
{'rank': 15684},15490,66,15684,52,original,Yangguang Kafei Ting Zhi Xin You Ji,300,original,ona,52187,finished_airing,672,0.0,white,2022.0
{'rank': 15685},23712,32,15684,1,original,Yangguang Shai Pigu,609,original,movie,57081,finished_airing,107,0.0,white,2022.0
{'rank': 15686},27313,12,15685,16,source_inconnue,Yangguang Shibing,800,source_inconnue,tv,47193,finished_airing,61,0.0,white,2015.0
{'rank': 15688},20158,70,15688,50,original,Yankee Hamster Season 2,141,original,ona,49991,finished_airing,258,0.0,white,2019.0
{'rank': 15689},22054,36,15689,50,original,Yankee Hamster Season 3,120,original,ona,55564,finished_airing,158,0.0,white,2022.0
{'rank': 15690},21410,18,15689,50,original,Yankee Hamster Season 4,135,original,ona,56622,finished_airing,189,0.0,white,2023.0
{'rank': 15691},20959,59,15690,1,original,Yanwei Die,1451,original,movie,44671,finished_airing,213,0.0,white,2007.0
{'rank': 15693},19150,91,15692,5,original,YanYan Machiko Specials,0,original,special,32916,finished_airing,316,0.0,white,2011.0
{'rank': 15695},20407,17,15694,1,original,Yaoguai Senlin,4800,original,movie,56969,finished_airing,245,0.0,white,2023.0
{'rank': 15697},21984,29,15697,1,original,Yasai no Yousei: N.Y. Salad Special,1800,original,special,42367,finished_airing,161,0.0,white,2014.0
{'rank': 15698},21097,42,15698,1,original,Yasai no Yousei: N.Y. Salad The Movie,1316,original,movie,42366,finished_airing,205,0.0,white,2010.0
{'rank': 15699},16331,120,15699,26,source_inconnue,Yasai no Yousei: N.Y.Salad,300,source_inconnue,tv,10705,finished_airing,551,0.0,white,2007.0
{'rank': 15700},17659,104,15700,26,source_inconnue,Yasai no Yousei: N.Y.Salad 2nd Series,300,source_inconnue,tv,10706,finished_airing,423,0.0,white,2008.0
{'rank': 15701},18614,77,15701,1,source_inconnue,Yasai no Yousei: Quiz Gekijou,2700,source_inconnue,movie,18817,finished_airing,351,0.0,white,2013.0
{'rank': 15702},13440,167,15702,33,original,Yasamura Yasashi no Yasashii Sekai,30,original,tv,33933,finished_airing,1196,0.0,white,2016.0
{'rank': 15707},16795,95,15707,14,source_inconnue,Yattokame Tanteidan,1220,source_inconnue,tv,5468,finished_airing,498,0.0,white,2007.0
{'rank': 15711},15596,117,15711,26,original,Yawarakame♥,120,original,ona,7646,finished_airing,653,0.0,white,2009.0
{'rank': 15715},18461,77,15715,5,original,Yeastken.,51,original,ona,38827,finished_airing,364,0.0,white,2018.0
{'rank': 15717},17396,105,15716,13,source_inconnue,Yeonghongibyeong Lazenca,1220,source_inconnue,tv,28201,finished_airing,444,0.0,white,1997.0
{'rank': 15720},21645,34,15719,13,other,Yesnal Yesjeog-e,1106,other,tv,48292,finished_airing,176,0.0,white,1990.0
{'rank': 15722},23358,23,15721,52,source_inconnue,Yi Fei Chong Tian: Tianji Zhang Qi,1380,source_inconnue,tv,43305,finished_airing,114,0.0,white,2015.0
{'rank': 15726},16068,71,15726,15,game,Yi Kong Zhan Ge,1258,game,ona,56246,finished_airing,584,0.0,white,2023.0
{'rank': 15728},23359,42,15727,1,original,Yi Mao Suoyou,350,original,movie,52652,finished_airing,114,0.0,white,2018.0
{'rank': 15729},15583,74,15729,30,novel,Yi Nian Yong Heng Xiao Juchang,120,novel,ona,52519,finished_airing,655,0.0,white,2021.0
{'rank': 15730},19001,68,15730,60,manga,Yi Shijie Zhongyao Pu 2nd Season,720,manga,ona,50794,finished_airing,326,0.0,white,2021.0
{'rank': 15739},24611,18,15738,57,source_inconnue,Yi Xue,180,source_inconnue,ona,47236,finished_airing,92,0.0,white,2016.0
{'rank': 15744},20785,19,15743,0,original,Yichan Xiao Heshang,120,original,ona,45677,currently_airing,224,0.0,white,2016.0
{'rank': 15749},16651,112,15748,52,original,Yin Shizong Men Zhang Jiao,690,original,ona,58494,finished_airing,513,0.0,white,2024.0
{'rank': 15750},23244,13,15749,1,original,Yin Shun Daoshi Fu,4920,original,movie,52696,finished_airing,117,0.0,white,2005.0
{'rank': 15752},25378,14,15752,1,original,Ying Huo Qibing,4906,original,movie,45026,finished_airing,81,0.0,white,2017.0
{'rank': 15753},25085,14,15752,1,original,Ying Huo Qibing 2: Xiao Chong Bu Hao Re,4920,original,movie,45027,finished_airing,86,0.0,white,2019.0
{'rank': 15756},24612,13,15756,10,source_inconnue,Yingxiong Fengzicai,620,source_inconnue,tv,46903,finished_airing,92,0.0,white,2014.0
{'rank': 15758},24434,16,15757,1,original,Yingxiong Jangar: Xunbao Ji,5040,original,movie,44978,finished_airing,94,0.0,white,2016.0
{'rank': 15761},22906,36,15760,1,original,Yinni De Fangcun Kongjian,540,original,movie,52629,finished_airing,126,0.0,white,2019.0
{'rank': 15767},19482,31,15767,0,web_novel,Yishi Du Zun 2nd Season,0,web_novel,ona,59765,currently_airing,295,0.0,white,2024.0
{'rank': 15768},14443,78,15767,1,original,Ylion to Callysia,480,original,movie,35594,finished_airing,904,0.0,white,2017.0
{'rank': 15771},21098,41,15770,26,original,Yogoe Mecard,660,original,ona,56269,finished_airing,205,0.0,white,2018.0
{'rank': 15772},24145,15,15771,3,original,Yogoe Mecard Specials,840,original,special,56271,finished_airing,99,0.0,white,2019.0
{'rank': 15773},21469,33,15773,8,original,Yogoe Mecard Wangma,900,original,ona,56270,finished_airing,186,0.0,white,2019.0
{'rank': 15774},23958,16,15774,1,manga,Yojeong Pink,7200,manga,special,48297,finished_airing,102,0.0,white,1991.0
{'rank': 15775},14592,344,15775,4,manga,Yokohama Bakkure-tai,3103,manga,ova,25815,finished_airing,867,0.0,white,1993.0
{'rank': 15776},15273,44,15775,15,web_manga,Yomawari Neko,300,web_manga,tv,53655,finished_airing,707,0.0,white,2023.0
{'rank': 15779},21280,89,15778,1,original,Yong Chun GalS Pilot,66,original,ona,52849,finished_airing,197,0.0,white,2019.0
{'rank': 15780},22408,58,15779,1,original,Yong Yitian de Shijian Huiyi Wo,265,original,movie,52908,finished_airing,143,0.0,white,2016.0
{'rank': 15781},15056,125,15780,26,original,Yong Zhe Da Maoxian,957,original,ona,33762,finished_airing,754,0.0,white,2015.0
{'rank': 15782},17432,94,15782,25,original,Yong Zhe Da Maoxian 2nd Season,965,original,ona,33763,finished_airing,440,0.0,white,2016.0
